session_id,user_id,restaurant_id,cuisine,item_id,category,price,timestamp
181,187,50,North Indian,79,Main,464,2025-01-24 23:18:00
181,187,50,North Indian,90,Drink,355,2025-01-08 02:44:00
182,70,9,Fast Food,11,Side,207,2025-02-07 19:08:00
182,70,9,Fast Food,125,Side,210,2025-02-12 16:01:00
182,70,9,Fast Food,59,Drink,101,2025-01-19 18:53:00
183,111,14,South Indian,28,Main,359,2025-02-10 04:02:00
183,111,14,South Indian,190,Main,172,2025-02-19 10:16:00
184,75,40,South Indian,49,Drink,400,2025-02-15 11:24:00
184,75,40,South Indian,23,Side,188,2025-01-27 23:21:00
185,49,29,Fast Food,134,Dessert,462,2025-03-02 16:00:00
186,115,28,South Indian,100,Main,200,2025-01-14 00:37:00
186,115,28,South Indian,66,Main,347,2025-01-14 02:15:00
187,167,24,Fast Food,59,Drink,279,2025-03-05 15:24:00
188,68,46,South Indian,74,Main,336,2025-01-22 21:07:00
189,147,49,North Indian,61,Dessert,388,2025-01-12 00:08:00
190,151,17,North Indian,35,Dessert,124,2025-03-03 02:39:00
191,118,3,South Indian,141,Side,205,2025-03-06 00:18:00
191,118,3,South Indian,162,Dessert,424,2025-03-05 04:23:00
191,118,3,South Indian,132,Drink,152,2025-02-22 01:02:00
192,122,6,South Indian,135,Drink,494,2025-01-03 01:21:00
192,122,6,South Indian,155,Dessert,314,2025-01-13 05:37:00
192,122,6,South Indian,82,Side,145,2025-01-13 09:02:00
193,40,21,Fast Food,130,Dessert,486,2025-02-23 18:14:00
193,40,21,Fast Food,15,Side,277,2025-01-16 19:08:00
193,40,21,Fast Food,189,Side,156,2025-02-02 15:19:00
193,40,21,Fast Food,189,Dessert,165,2025-02-13 11:48:00
194,167,28,Fast Food,28,Drink,452,2025-01-12 04:55:00
194,167,28,Fast Food,16,Drink,187,2025-02-10 02:44:00
194,167,28,Fast Food,119,Side,450,2025-01-27 21:44:00
195,187,40,North Indian,53,Dessert,396,2025-01-22 18:22:00
195,187,40,North Indian,59,Dessert,147,2025-02-21 01:08:00
196,77,50,Fast Food,114,Dessert,174,2025-02-15 02:25:00
196,77,50,Fast Food,162,Side,354,2025-01-04 03:58:00
197,81,25,Fast Food,23,Dessert,283,2025-01-27 01:52:00
198,33,4,South Indian,41,Main,426,2025-02-05 11:12:00
198,33,4,South Indian,85,Dessert,438,2025-01-22 20:46:00
199,81,30,Fast Food,6,Main,201,2025-02-04 10:31:00
200,8,24,South Indian,83,Main,434,2025-02-19 21:39:00
200,8,24,South Indian,188,Main,177,2025-02-22 02:41:00
201,30,44,South Indian,128,Drink,214,2025-01-18 09:43:00
201,30,44,South Indian,90,Dessert,377,2025-01-25 13:23:00
201,30,44,South Indian,146,Drink,251,2025-03-07 09:19:00
202,6,12,Fast Food,168,Dessert,367,2025-02-20 08:36:00
202,6,12,Fast Food,150,Main,342,2025-01-18 14:54:00
202,6,12,Fast Food,17,Drink,230,2025-01-17 13:49:00
203,106,11,Fast Food,142,Side,366,2025-02-21 10:47:00
204,193,35,North Indian,112,Main,490,2025-03-01 07:53:00
205,156,30,South Indian,198,Drink,280,2025-03-08 08:03:00
205,156,30,South Indian,152,Dessert,323,2025-01-15 15:54:00
205,156,30,South Indian,12,Dessert,105,2025-01-15 09:12:00
206,127,24,North Indian,144,Main,299,2025-01-13 15:24:00
207,1,5,South Indian,63,Side,390,2025-02-08 22:40:00
208,28,7,North Indian,187,Side,152,2025-02-26 11:38:00
208,28,7,North Indian,134,Drink,195,2025-01-04 09:03:00
208,28,7,North Indian,67,Main,173,2025-03-03 09:55:00
208,28,7,North Indian,6,Main,102,2025-02-01 06:27:00
209,12,10,South Indian,41,Side,317,2025-02-07 12:30:00
209,12,10,South Indian,80,Drink,128,2025-01-13 14:42:00
209,12,10,South Indian,47,Dessert,123,2025-01-01 16:12:00
210,34,49,South Indian,140,Main,242,2025-01-24 10:55:00
210,34,49,South Indian,39,Drink,200,2025-02-07 08:10:00
210,34,49,South Indian,150,Drink,128,2025-01-29 08:25:00
211,176,13,North Indian,79,Drink,366,2025-02-05 22:59:00
212,191,46,Fast Food,10,Drink,455,2025-01-16 10:48:00
212,191,46,Fast Food,153,Drink,281,2025-02-12 08:49:00
212,191,46,Fast Food,17,Dessert,272,2025-02-14 21:30:00
213,200,21,Fast Food,20,Side,198,2025-01-18 03:10:00
214,102,15,North Indian,68,Side,263,2025-02-10 18:29:00
214,102,15,North Indian,72,Side,417,2025-01-14 14:06:00
214,102,15,North Indian,11,Dessert,205,2025-01-02 23:36:00
215,166,2,South Indian,51,Side,161,2025-02-05 04:25:00
215,166,2,South Indian,169,Drink,150,2025-01-09 15:57:00
216,43,9,Fast Food,178,Dessert,488,2025-03-01 17:49:00
217,132,32,South Indian,89,Side,200,2025-01-06 23:38:00
218,134,30,North Indian,97,Side,292,2025-02-13 00:01:00
219,175,44,North Indian,139,Dessert,159,2025-03-01 01:43:00
219,175,44,North Indian,196,Main,485,2025-03-01 01:24:00
219,175,44,North Indian,182,Side,476,2025-02-22 12:51:00
220,44,45,Fast Food,9,Dessert,106,2025-02-21 04:15:00
220,44,45,Fast Food,153,Side,223,2025-02-03 18:08:00
221,157,28,South Indian,15,Main,152,2025-01-05 06:19:00
221,157,28,South Indian,133,Dessert,417,2025-02-14 13:52:00
221,157,28,South Indian,35,Main,352,2025-02-11 04:31:00
221,157,28,South Indian,177,Main,411,2025-02-19 21:27:00
222,50,24,North Indian,59,Drink,136,2025-01-15 06:29:00
222,50,24,North Indian,12,Drink,105,2025-03-02 21:22:00
222,50,24,North Indian,65,Side,373,2025-03-09 08:33:00
223,45,15,South Indian,60,Main,470,2025-02-03 17:29:00
224,134,6,South Indian,79,Main,408,2025-02-14 05:08:00
224,134,6,South Indian,64,Dessert,373,2025-01-26 20:06:00
225,148,21,North Indian,40,Main,390,2025-01-07 18:09:00
226,167,38,South Indian,117,Side,266,2025-02-13 03:55:00
227,49,12,Fast Food,61,Side,396,2025-01-24 06:07:00
227,49,12,Fast Food,150,Side,315,2025-01-27 03:12:00
228,153,32,North Indian,182,Drink,356,2025-01-18 10:47:00
228,153,32,North Indian,192,Side,108,2025-01-17 06:28:00
228,153,32,North Indian,80,Side,191,2025-01-24 15:27:00
228,153,32,North Indian,65,Main,473,2025-01-10 19:08:00
229,40,46,South Indian,85,Dessert,426,2025-02-10 20:43:00
229,40,46,South Indian,84,Dessert,429,2025-02-15 20:35:00
230,67,21,South Indian,76,Side,393,2025-02-23 19:34:00
230,67,21,South Indian,32,Dessert,329,2025-01-01 18:41:00
231,75,50,South Indian,81,Main,185,2025-02-01 02:32:00
231,75,50,South Indian,106,Dessert,427,2025-02-23 21:43:00
231,75,50,South Indian,27,Main,245,2025-03-10 08:56:00
232,198,3,Fast Food,17,Dessert,144,2025-02-11 15:55:00
232,198,3,Fast Food,7,Drink,422,2025-01-14 04:55:00
233,175,25,North Indian,80,Dessert,478,2025-01-21 17:59:00
234,105,12,Fast Food,73,Dessert,222,2025-02-14 01:47:00
234,105,12,Fast Food,136,Main,472,2025-02-17 15:07:00
234,105,12,Fast Food,48,Main,340,2025-02-26 00:46:00
234,105,12,Fast Food,121,Dessert,384,2025-02-16 22:52:00
235,181,44,North Indian,121,Main,211,2025-02-18 05:38:00
236,78,39,South Indian,180,Side,447,2025-01-31 00:09:00
237,43,9,South Indian,50,Side,476,2025-02-22 09:25:00
237,43,9,South Indian,97,Main,368,2025-01-29 04:39:00
237,43,9,South Indian,173,Dessert,465,2025-03-01 14:02:00
237,43,9,South Indian,110,Main,151,2025-01-09 03:19:00
238,194,8,North Indian,43,Main,489,2025-03-05 17:36:00
239,1,3,Fast Food,35,Main,154,2025-01-26 10:46:00
239,1,3,Fast Food,180,Drink,484,2025-01-27 11:26:00
239,1,3,Fast Food,78,Side,458,2025-01-18 23:23:00
240,145,7,North Indian,185,Dessert,273,2025-01-02 08:58:00
240,145,7,North Indian,16,Dessert,446,2025-03-10 23:04:00
240,145,7,North Indian,113,Dessert,329,2025-03-05 08:30:00
241,15,47,South Indian,148,Side,182,2025-03-09 23:21:00
241,15,47,South Indian,165,Main,195,2025-02-06 03:16:00
241,15,47,South Indian,145,Side,324,2025-02-09 20:19:00
241,15,47,South Indian,65,Dessert,144,2025-02-05 22:11:00
242,105,48,South Indian,121,Dessert,384,2025-01-21 07:39:00
242,105,48,South Indian,153,Main,314,2025-01-04 20:26:00
242,105,48,South Indian,73,Drink,159,2025-01-25 08:16:00
243,178,17,Fast Food,178,Dessert,397,2025-02-10 17:01:00
243,178,17,Fast Food,155,Side,322,2025-01-19 21:17:00
243,178,17,Fast Food,199,Side,201,2025-02-18 10:11:00
244,70,37,South Indian,164,Dessert,199,2025-02-06 02:38:00
245,38,26,South Indian,68,Dessert,496,2025-01-28 23:15:00
245,38,26,South Indian,112,Main,328,2025-02-27 23:58:00
246,186,22,Fast Food,20,Dessert,364,2025-02-14 13:17:00
247,190,46,North Indian,16,Main,455,2025-02-22 02:18:00
247,190,46,North Indian,87,Dessert,373,2025-03-11 04:41:00
248,131,12,North Indian,48,Dessert,333,2025-01-28 13:50:00
248,131,12,North Indian,41,Main,448,2025-02-23 00:46:00
248,131,12,North Indian,132,Dessert,308,2025-01-09 11:18:00
249,172,36,South Indian,182,Drink,398,2025-01-28 23:47:00
249,172,36,South Indian,82,Dessert,105,2025-03-06 21:03:00
249,172,36,South Indian,94,Dessert,234,2025-02-26 04:45:00
250,44,23,North Indian,138,Side,470,2025-02-19 01:01:00
250,44,23,North Indian,20,Main,145,2025-03-03 19:05:00
250,44,23,North Indian,171,Dessert,244,2025-01-17 11:12:00
251,64,1,Fast Food,178,Dessert,251,2025-02-24 08:45:00
251,64,1,Fast Food,196,Dessert,276,2025-02-20 21:59:00
251,64,1,Fast Food,23,Side,151,2025-02-12 08:06:00
251,64,1,Fast Food,67,Drink,164,2025-02-07 03:04:00
252,20,14,Fast Food,124,Drink,333,2025-01-15 17:57:00
252,20,14,Fast Food,194,Main,192,2025-02-03 03:09:00
253,101,49,Fast Food,104,Side,133,2025-03-07 13:02:00
253,101,49,Fast Food,185,Main,174,2025-01-21 17:27:00
254,107,10,Fast Food,107,Side,482,2025-02-17 14:33:00
254,107,10,Fast Food,33,Drink,450,2025-02-14 06:57:00
254,107,10,Fast Food,43,Drink,228,2025-01-27 19:12:00
254,107,10,Fast Food,162,Drink,160,2025-01-08 20:01:00
255,12,39,North Indian,46,Main,432,2025-01-31 01:46:00
255,12,39,North Indian,159,Side,188,2025-01-20 04:33:00
255,12,39,North Indian,110,Side,183,2025-01-25 12:45:00
255,12,39,North Indian,26,Main,264,2025-01-14 01:29:00
256,119,45,Fast Food,175,Dessert,206,2025-03-02 13:36:00
257,84,50,North Indian,34,Dessert,355,2025-01-14 01:16:00
257,84,50,North Indian,176,Main,260,2025-03-09 19:49:00
257,84,50,North Indian,103,Main,311,2025-01-17 21:55:00
257,84,50,North Indian,48,Side,345,2025-01-05 15:33:00
258,160,46,South Indian,10,Dessert,305,2025-01-05 10:31:00
258,160,46,South Indian,163,Drink,104,2025-01-08 08:14:00
258,160,46,South Indian,165,Dessert,166,2025-01-22 15:50:00
259,113,19,South Indian,194,Drink,299,2025-02-19 01:45:00
259,113,19,South Indian,70,Main,479,2025-01-18 22:10:00
259,113,19,South Indian,169,Drink,420,2025-02-16 13:59:00
260,188,12,North Indian,92,Drink,468,2025-02-07 19:33:00
261,60,2,North Indian,186,Drink,377,2025-02-06 01:49:00
261,60,2,North Indian,165,Drink,373,2025-02-01 08:35:00
262,95,13,North Indian,150,Drink,405,2025-01-29 11:08:00
262,95,13,North Indian,195,Main,353,2025-02-26 22:34:00
262,95,13,North Indian,67,Side,169,2025-02-27 14:55:00
262,95,13,North Indian,167,Drink,183,2025-02-14 12:32:00
263,62,41,Fast Food,180,Dessert,442,2025-01-28 11:54:00
263,62,41,Fast Food,125,Drink,277,2025-01-17 04:39:00
263,62,41,Fast Food,65,Main,162,2025-01-12 04:32:00
264,52,27,South Indian,196,Main,410,2025-01-11 09:23:00
265,159,2,South Indian,1,Main,288,2025-02-19 02:44:00
265,159,2,South Indian,166,Main,357,2025-02-27 14:02:00
266,146,13,Fast Food,181,Side,201,2025-01-03 21:23:00
266,146,13,Fast Food,138,Main,397,2025-01-09 11:45:00
267,186,16,South Indian,36,Main,263,2025-02-19 14:38:00
267,186,16,South Indian,49,Side,357,2025-01-03 23:07:00
267,186,16,South Indian,166,Main,132,2025-02-05 05:49:00
268,39,45,North Indian,21,Side,183,2025-02-04 10:16:00
269,42,18,North Indian,38,Side,286,2025-01-05 08:54:00
269,42,18,North Indian,123,Main,362,2025-01-02 21:55:00
269,42,18,North Indian,196,Dessert,292,2025-02-20 22:24:00
269,42,18,North Indian,85,Dessert,272,2025-01-11 15:56:00
270,51,44,Fast Food,83,Side,422,2025-01-22 13:00:00
270,51,44,Fast Food,84,Dessert,357,2025-03-01 07:19:00
271,36,11,North Indian,152,Drink,348,2025-02-11 18:20:00
271,36,11,North Indian,135,Dessert,103,2025-01-22 16:38:00
272,192,39,North Indian,97,Dessert,464,2025-02-05 17:54:00
272,192,39,North Indian,81,Side,253,2025-02-12 12:08:00
272,192,39,North Indian,20,Side,320,2025-02-19 14:52:00
273,70,40,South Indian,120,Side,312,2025-01-04 11:30:00
274,178,8,South Indian,41,Dessert,239,2025-01-24 04:05:00
274,178,8,South Indian,114,Drink,258,2025-02-25 07:47:00
274,178,8,South Indian,94,Dessert,156,2025-01-23 13:42:00
274,178,8,South Indian,76,Main,413,2025-02-25 23:00:00
275,120,34,Fast Food,135,Side,445,2025-02-08 23:58:00
275,120,34,Fast Food,67,Drink,221,2025-01-09 06:19:00
275,120,34,Fast Food,68,Dessert,298,2025-01-15 01:17:00
276,92,39,Fast Food,72,Main,403,2025-02-26 06:46:00
277,78,25,North Indian,41,Drink,186,2025-02-27 17:05:00
277,78,25,North Indian,119,Drink,165,2025-01-31 16:01:00
278,124,8,Fast Food,152,Main,323,2025-03-03 04:21:00
278,124,8,Fast Food,138,Side,367,2025-01-14 07:23:00
278,124,8,Fast Food,152,Drink,488,2025-01-23 15:09:00
279,74,22,Fast Food,133,Drink,490,2025-02-14 03:04:00
279,74,22,Fast Food,42,Dessert,412,2025-02-16 17:07:00
280,163,26,Fast Food,163,Drink,411,2025-01-13 12:47:00
280,163,26,Fast Food,148,Dessert,361,2025-03-05 23:13:00
280,163,26,Fast Food,189,Side,479,2025-02-22 12:59:00
281,13,35,South Indian,85,Side,293,2025-01-04 06:58:00
281,13,35,South Indian,78,Drink,223,2025-02-25 16:53:00
281,13,35,South Indian,134,Side,242,2025-02-04 22:57:00
282,18,15,South Indian,171,Drink,223,2025-01-16 18:11:00
282,18,15,South Indian,101,Main,170,2025-03-03 00:14:00
282,18,15,South Indian,139,Main,267,2025-01-17 07:09:00
283,114,14,Fast Food,10,Dessert,248,2025-01-08 09:12:00
283,114,14,Fast Food,40,Dessert,365,2025-01-09 15:39:00
283,114,14,Fast Food,54,Drink,475,2025-01-12 06:49:00
283,114,14,Fast Food,8,Drink,194,2025-01-10 19:07:00
284,96,10,Fast Food,23,Dessert,274,2025-02-24 18:36:00
284,96,10,Fast Food,182,Main,481,2025-02-28 00:45:00
285,174,29,South Indian,11,Side,498,2025-02-11 16:49:00
285,174,29,South Indian,1,Main,161,2025-01-26 10:51:00
285,174,29,South Indian,4,Main,202,2025-01-13 06:08:00
286,199,31,South Indian,114,Dessert,283,2025-03-02 12:21:00
286,199,31,South Indian,190,Main,399,2025-02-12 10:59:00
286,199,31,South Indian,116,Dessert,408,2025-02-23 10:38:00
286,199,31,South Indian,102,Dessert,343,2025-02-10 13:49:00
287,78,9,South Indian,102,Drink,354,2025-02-05 19:00:00
287,78,9,South Indian,194,Dessert,383,2025-02-10 18:47:00
287,78,9,South Indian,18,Side,140,2025-01-01 08:22:00
288,118,17,Fast Food,134,Main,437,2025-02-13 12:31:00
288,118,17,Fast Food,198,Drink,358,2025-01-31 16:43:00
289,175,23,Fast Food,99,Side,448,2025-02-15 10:24:00
289,175,23,Fast Food,145,Dessert,377,2025-02-10 07:19:00
290,134,34,South Indian,9,Side,224,2025-01-14 22:42:00
291,165,33,North Indian,12,Dessert,237,2025-03-10 05:50:00
291,165,33,North Indian,21,Main,141,2025-01-12 09:00:00
291,165,33,North Indian,141,Drink,322,2025-02-23 01:40:00
292,175,39,North Indian,31,Side,397,2025-02-19 02:28:00
292,175,39,North Indian,192,Side,493,2025-01-04 12:45:00
292,175,39,North Indian,33,Side,424,2025-03-01 12:03:00
292,175,39,North Indian,17,Main,475,2025-02-12 07:38:00
293,10,33,Fast Food,118,Drink,316,2025-02-17 07:35:00
294,38,8,North Indian,103,Main,185,2025-03-05 05:14:00
294,38,8,North Indian,78,Drink,411,2025-02-02 06:35:00
294,38,8,North Indian,7,Dessert,100,2025-01-28 23:05:00
295,161,24,Fast Food,137,Dessert,189,2025-02-01 07:41:00
295,161,24,Fast Food,188,Dessert,297,2025-02-14 04:39:00
296,136,9,South Indian,182,Dessert,308,2025-01-15 06:49:00
297,141,34,South Indian,149,Side,188,2025-02-14 21:58:00
297,141,34,South Indian,44,Main,205,2025-01-29 15:55:00
297,141,34,South Indian,65,Side,375,2025-03-01 04:18:00
298,72,20,North Indian,120,Drink,446,2025-02-17 10:54:00
299,115,11,South Indian,72,Dessert,487,2025-01-21 23:08:00
299,115,11,South Indian,88,Main,486,2025-02-19 06:50:00
299,115,11,South Indian,189,Side,178,2025-02-08 12:43:00
299,115,11,South Indian,185,Main,383,2025-02-06 06:45:00
300,37,6,Fast Food,117,Dessert,233,2025-02-10 11:38:00
300,37,6,Fast Food,99,Main,203,2025-01-29 22:42:00
300,37,6,Fast Food,170,Main,413,2025-01-08 00:45:00
300,37,6,Fast Food,95,Side,153,2025-01-29 10:47:00
301,165,3,South Indian,190,Main,313,2025-01-12 00:28:00
301,165,3,South Indian,130,Dessert,269,2025-02-07 12:18:00
301,165,3,South Indian,190,Main,471,2025-02-27 11:22:00
301,165,3,South Indian,6,Dessert,164,2025-02-21 17:33:00
302,121,44,Fast Food,171,Drink,346,2025-01-27 19:23:00
303,35,37,North Indian,79,Drink,427,2025-01-31 03:25:00
303,35,37,North Indian,99,Dessert,379,2025-01-13 19:21:00
303,35,37,North Indian,39,Dessert,358,2025-02-13 09:57:00
303,35,37,North Indian,18,Dessert,329,2025-01-06 06:27:00
304,63,49,Fast Food,27,Side,176,2025-02-07 04:35:00
304,63,49,Fast Food,73,Drink,492,2025-01-01 13:13:00
305,62,11,North Indian,90,Main,446,2025-01-09 20:17:00
306,75,30,Fast Food,123,Main,217,2025-02-27 22:26:00
307,95,41,North Indian,172,Side,170,2025-01-19 02:10:00
307,95,41,North Indian,37,Side,313,2025-01-02 03:46:00
307,95,41,North Indian,47,Dessert,438,2025-02-11 09:19:00
308,3,35,South Indian,2,Main,485,2025-02-18 18:25:00
308,3,35,South Indian,82,Drink,370,2025-01-25 04:25:00
308,3,35,South Indian,165,Side,237,2025-02-12 18:44:00
309,155,35,Fast Food,197,Side,172,2025-03-06 12:14:00
309,155,35,Fast Food,171,Drink,390,2025-02-01 22:53:00
309,155,35,Fast Food,77,Drink,383,2025-01-20 19:49:00
309,155,35,Fast Food,22,Drink,430,2025-03-06 03:15:00
310,169,24,Fast Food,18,Side,461,2025-03-10 09:56:00
310,169,24,Fast Food,143,Side,271,2025-03-05 02:16:00
311,4,5,South Indian,134,Drink,436,2025-02-22 17:35:00
311,4,5,South Indian,18,Dessert,493,2025-01-29 10:01:00
311,4,5,South Indian,26,Dessert,288,2025-01-18 17:22:00
312,119,37,Fast Food,176,Dessert,378,2025-03-04 08:03:00
312,119,37,Fast Food,131,Dessert,156,2025-01-20 02:39:00
312,119,37,Fast Food,61,Side,120,2025-02-28 08:56:00
313,26,5,North Indian,84,Main,301,2025-01-27 20:23:00
313,26,5,North Indian,190,Drink,279,2025-02-23 23:01:00
313,26,5,North Indian,161,Main,171,2025-01-09 13:22:00
313,26,5,North Indian,121,Main,313,2025-02-06 13:12:00
314,29,28,South Indian,49,Drink,122,2025-02-23 05:40:00
315,15,11,South Indian,200,Drink,386,2025-02-03 19:55:00
316,36,39,Fast Food,175,Drink,126,2025-02-05 13:19:00
316,36,39,Fast Food,182,Drink,320,2025-02-09 00:08:00
317,23,13,Fast Food,11,Drink,340,2025-03-07 02:30:00
317,23,13,Fast Food,124,Main,239,2025-01-28 03:02:00
317,23,13,Fast Food,161,Side,233,2025-02-11 09:39:00
317,23,13,Fast Food,83,Dessert,142,2025-01-30 10:49:00
318,10,37,North Indian,127,Main,357,2025-03-08 08:53:00
318,10,37,North Indian,52,Side,297,2025-01-05 18:07:00
318,10,37,North Indian,16,Drink,466,2025-02-01 01:40:00
319,171,48,North Indian,189,Side,167,2025-01-05 23:58:00
320,168,11,South Indian,133,Drink,291,2025-01-28 21:52:00
320,168,11,South Indian,102,Main,154,2025-01-08 14:22:00
320,168,11,South Indian,186,Main,323,2025-03-03 14:20:00
320,168,11,South Indian,121,Side,470,2025-02-23 00:38:00
321,91,45,North Indian,1,Dessert,254,2025-01-28 03:45:00
321,91,45,North Indian,131,Drink,234,2025-02-02 07:56:00
322,105,26,North Indian,6,Side,419,2025-03-02 16:48:00
322,105,26,North Indian,178,Main,154,2025-02-16 00:02:00
323,143,6,North Indian,130,Drink,153,2025-01-16 09:04:00
323,143,6,North Indian,114,Main,351,2025-01-07 18:08:00
323,143,6,North Indian,196,Side,121,2025-01-04 01:24:00
324,40,9,South Indian,42,Main,445,2025-03-02 14:41:00
324,40,9,South Indian,2,Side,177,2025-01-28 18:05:00
324,40,9,South Indian,74,Drink,326,2025-02-19 15:13:00
324,40,9,South Indian,92,Main,420,2025-02-16 10:30:00
325,15,29,South Indian,153,Main,425,2025-01-25 08:01:00
326,67,2,South Indian,190,Dessert,269,2025-02-14 07:18:00
327,155,38,North Indian,162,Drink,361,2025-01-11 23:06:00
328,71,46,Fast Food,80,Side,255,2025-01-22 10:57:00
329,84,42,North Indian,2,Side,454,2025-01-23 12:52:00
329,84,42,North Indian,105,Side,424,2025-01-09 00:26:00
329,84,42,North Indian,179,Side,142,2025-01-10 08:46:00
330,198,19,Fast Food,176,Main,265,2025-01-23 22:29:00
330,198,19,Fast Food,185,Side,134,2025-03-02 16:45:00
330,198,19,Fast Food,52,Dessert,134,2025-02-09 18:42:00
330,198,19,Fast Food,31,Main,278,2025-02-27 01:15:00
331,68,46,South Indian,164,Main,147,2025-03-02 16:09:00
331,68,46,South Indian,46,Drink,186,2025-02-25 12:38:00
331,68,46,South Indian,110,Side,122,2025-02-17 03:35:00
331,68,46,South Indian,89,Main,396,2025-02-19 23:24:00
332,183,37,Fast Food,76,Dessert,462,2025-01-20 05:22:00
332,183,37,Fast Food,37,Side,261,2025-02-27 19:24:00
333,57,22,North Indian,61,Dessert,192,2025-02-15 14:19:00
333,57,22,North Indian,21,Drink,107,2025-02-14 15:56:00
334,149,18,North Indian,186,Drink,349,2025-03-05 23:32:00
334,149,18,North Indian,140,Main,219,2025-02-15 13:26:00
335,77,50,Fast Food,17,Drink,327,2025-03-08 08:51:00
336,96,3,Fast Food,102,Drink,457,2025-01-23 09:10:00
336,96,3,Fast Food,168,Drink,337,2025-03-07 18:55:00
336,96,3,Fast Food,180,Main,364,2025-01-22 18:52:00
336,96,3,Fast Food,155,Dessert,333,2025-02-01 19:39:00
337,29,18,South Indian,40,Main,165,2025-02-05 18:52:00
338,122,19,North Indian,128,Dessert,353,2025-01-03 12:34:00
339,70,37,North Indian,120,Drink,465,2025-02-09 16:35:00
339,70,37,North Indian,8,Side,472,2025-01-30 01:27:00
339,70,37,North Indian,143,Dessert,421,2025-01-08 00:18:00
339,70,37,North Indian,66,Side,245,2025-01-09 01:28:00
340,189,10,Fast Food,108,Side,460,2025-03-03 19:22:00
340,189,10,Fast Food,169,Main,246,2025-02-03 20:02:00
340,189,10,Fast Food,107,Main,228,2025-01-20 18:59:00
340,189,10,Fast Food,30,Main,486,2025-01-12 23:33:00
341,199,25,South Indian,127,Dessert,284,2025-02-15 19:19:00
341,199,25,South Indian,143,Side,313,2025-03-03 21:24:00
342,179,8,South Indian,76,Drink,219,2025-03-05 17:30:00
343,53,15,North Indian,29,Dessert,370,2025-03-09 04:40:00
343,53,15,North Indian,19,Main,374,2025-03-10 17:46:00
343,53,15,North Indian,133,Drink,143,2025-02-15 10:27:00
344,165,49,North Indian,192,Drink,133,2025-01-06 11:41:00
344,165,49,North Indian,17,Side,164,2025-01-16 01:22:00
344,165,49,North Indian,138,Dessert,325,2025-02-12 16:23:00
344,165,49,North Indian,8,Dessert,151,2025-02-26 16:32:00
345,92,5,South Indian,91,Main,361,2025-03-02 16:15:00
345,92,5,South Indian,3,Dessert,457,2025-01-16 14:19:00
346,153,13,North Indian,142,Main,111,2025-01-24 15:33:00
346,153,13,North Indian,97,Main,140,2025-01-02 10:25:00
346,153,13,North Indian,150,Drink,328,2025-01-08 18:32:00
346,153,13,North Indian,186,Dessert,477,2025-02-14 18:25:00
347,120,19,South Indian,32,Main,135,2025-03-05 01:54:00
347,120,19,South Indian,41,Dessert,243,2025-02-12 10:41:00
347,120,19,South Indian,161,Side,371,2025-01-24 05:27:00
348,170,15,North Indian,22,Drink,297,2025-02-27 01:09:00
348,170,15,North Indian,38,Drink,320,2025-01-30 05:10:00
349,156,16,Fast Food,84,Main,430,2025-01-10 02:39:00
349,156,16,Fast Food,51,Dessert,354,2025-02-10 05:23:00
349,156,16,Fast Food,86,Main,219,2025-03-01 16:58:00
349,156,16,Fast Food,198,Main,402,2025-02-19 10:16:00
350,87,10,North Indian,72,Side,151,2025-03-06 05:34:00
350,87,10,North Indian,95,Main,217,2025-02-20 18:59:00
350,87,10,North Indian,164,Dessert,272,2025-02-01 00:01:00
351,72,16,Fast Food,134,Main,161,2025-02-25 04:43:00
351,72,16,Fast Food,173,Main,159,2025-02-25 23:55:00
351,72,16,Fast Food,103,Dessert,169,2025-02-12 17:26:00
352,11,27,North Indian,157,Main,343,2025-03-09 09:05:00
353,20,27,Fast Food,5,Drink,174,2025-02-26 23:16:00
353,20,27,Fast Food,172,Dessert,487,2025-01-10 22:42:00
353,20,27,Fast Food,92,Side,366,2025-01-21 09:54:00
354,188,4,North Indian,34,Drink,409,2025-01-31 11:10:00
354,188,4,North Indian,18,Main,125,2025-02-07 00:18:00
355,78,1,Fast Food,4,Dessert,418,2025-02-22 02:17:00
355,78,1,Fast Food,63,Drink,306,2025-02-07 04:44:00
356,24,3,North Indian,4,Dessert,202,2025-01-13 19:31:00
356,24,3,North Indian,4,Dessert,392,2025-02-07 10:19:00
357,97,43,South Indian,142,Dessert,337,2025-01-11 08:54:00
357,97,43,South Indian,167,Side,434,2025-03-03 23:37:00
358,29,37,North Indian,170,Main,358,2025-03-02 01:26:00
358,29,37,North Indian,176,Dessert,426,2025-02-15 01:39:00
359,29,33,Fast Food,175,Main,382,2025-02-17 12:48:00
359,29,33,Fast Food,122,Drink,121,2025-01-23 11:34:00
359,29,33,Fast Food,196,Side,196,2025-02-15 07:55:00
359,29,33,Fast Food,38,Main,185,2025-01-31 08:47:00
360,42,18,Fast Food,42,Dessert,468,2025-03-05 17:10:00
360,42,18,Fast Food,169,Drink,300,2025-03-04 21:41:00
360,42,18,Fast Food,40,Main,382,2025-02-23 08:29:00
360,42,18,Fast Food,178,Dessert,490,2025-01-14 22:36:00
361,109,8,North Indian,184,Main,263,2025-02-08 20:36:00
361,109,8,North Indian,29,Drink,398,2025-01-10 07:42:00
362,186,37,Fast Food,28,Side,254,2025-03-03 20:07:00
362,186,37,Fast Food,153,Main,458,2025-01-19 14:49:00
363,116,16,South Indian,111,Drink,149,2025-02-02 03:33:00
